,overall,verified,reviewerID,reviewerName,reviewText,summary,preprocessed_text,ResultadoHF,Sentiment,Score
8889,3.0,True,A39JRUF9BUT0ZI,C. Chandler,thanks,Three Stars,thanks," POSITIVE,  0.9998080134391785", Positivo,  0.9998080134391785
8890,5.0,True,A2IVIGH287IFH9,Robert Fox,Fantastic,Five Stars,fantastic," POSITIVE,  0.9998743534088135", Positivo,  0.9998743534088135
8891,4.0,False,ASSLDJN1NS69U,Richard Partridge,"Anyone planning to buy this set should take a look at my review of ""Rumpole of the Bailey: The Complete Series [Region 2],"" which I bought in June, 2016.  Many people don't care about subtitles, but if you need them, as I do, consider buying the ""Region 2"" set for about $7.00 more, as I did, because my experience was that I got a ""Region 0"" set of disks that play just fine on an American ""Region 1"" player.","Consider the ""Region 2"" Set",anyone planning buy set take look review rumpole bailey complete series region bought june many people care subtitles need consider buying region set experience got region set disks play fine american region player," POSITIVE,  0.7468051910400391", Positivo,  0.7468051910400391
8892,5.0,True,A1JQQRX4XEI7Y,Marsha Lynn Fraind,Well worth the price. This was excellent. The movie is great. Movie arrived promptly and was in brand new condition. Very sweet story. This was adorable.,Great memories,well worth price excellent movie great movie arrived promptly brand new condition sweet story adorable," POSITIVE,  0.9998655319213867", Positivo,  0.9998655319213867
8893,5.0,True,A2AU4WCDT80U6A,Marguerite Poll,this is a great movie to watch and have fun with the actors and watch when ever you want to watch,great,great movie watch fun actors watch ever want watch," POSITIVE,  0.9998841285705566", Positivo,  0.9998841285705566
8894,5.0,True,A36R9QQYU1DBF5,donna sarachick,great classic.my son loves it and it made an awesome gift! would like to get more classic movies...cant beat some of the classics!!!,wonderful,great son loves made awesome gift would like get classic movies cant beat classics," POSITIVE,  0.9998495578765869", Positivo,  0.9998495578765869
8895,3.0,True,A1LFD9J76806LJ,Jean N.,"Well, I must admit the dvd is in good condition, and the extra feature with Aileen Quinn was great.  Wish the movie was better (no fault of Carol Burnett's).",Not a big fan,well must admit dvd good condition extra feature aileen quinn great wish movie better fault carol burnett," POSITIVE,  0.9944391250610352", Positivo,  0.9944391250610352
8896,5.0,True,A3QMQ97K35UI8O,Ben J. Bostelman,"I saw a special on PBS about the making of this movie.  The story focused on the choreography mostly.
I have always enjoyed the story and the actors.  This version is especially finger snapping, foot patting
good.",A real human interest musical joy,saw special pbs making movie story focused choreography mostly always enjoyed story actors version especially finger snapping foot patting good," POSITIVE,  0.999526858329773", Positivo,  0.999526858329773
8897,4.0,False,A26ROTY67VWL5L,Anonymoous,"Most enjoyable series.  However, even though I spent my childhood in London in the 1950s I regret the absence of subtitles.  Part of the problem is that I am hard of hearing.","Most enjoyable, but definitely needs subtitles",enjoyable series however even though spent childhood london regret absence subtitles part problem hard hearing," NEGATIVE,  0.8980387449264526", Negative,  0.8980387449264526
8898,5.0,True,AFUF8LA9BBRJG,Dolores A. Schultz,"wonderfully funny and well done. (""She who must be obeyed."")",Just plain fun. So much better than most of the mind numbing idiocy on tv these days.,wonderfully funny well done must obeyed," POSITIVE,  0.9998819828033447", Positivo,  0.9998819828033447
8899,5.0,True,A30TB0SFHC38SR,Hope Fyrciak,I watched it on tv when I was younger and it is so nice to share with my son now. A joy to watch.,... tv when I was younger and it is so nice to share with my son now,watched tv younger nice share son joy watch," POSITIVE,  0.9998739957809448", Positivo,  0.9998739957809448
8900,5.0,True,A2OGC8KP6H80L0,Jim Siebold,A classic in both comedy and mystery,Five Stars,classic comedy mystery," POSITIVE,  0.9998396635055542", Positivo,  0.9998396635055542
8901,5.0,True,A8ZLFNRX1HMCJ,Amazon Customer,Better than I remember it !,Five Stars,better remember," POSITIVE,  0.9988465309143066", Positivo,  0.9988465309143066
8902,5.0,True,ALX74US1KUM3A,Brian C. Mcgarrigle,How can you not enjoy anything with Leo McKern in it?!,Five Stars,enjoy anything leo mckern," NEGATIVE,  0.9861960411071777", Negative,  0.9861960411071777
8903,4.0,True,AAXJ6T5LLQ0Y4,Alvin L. Nunley,"As movie is the first time I've ever seen the story.  In the Sunday comic section, which I pored over, it was always there, but never caught my interest.  The movie was my first experience with Annie.  It was a good experience.
Funny, when I was a kid, I had no interest in Annie, but now, at 72 years old, I found the movie entertaining.",Annie has been around all my life.,movie first time ever seen story sunday comic section pored always never caught interest movie first experience annie good experience funny kid interest annie years old found movie entertaining," POSITIVE,  0.9995930790901184", Positivo,  0.9995930790901184
8904,5.0,True,A1V8BSIQV28GRA,J. Kennedy,I saw this as a child and loved it. Now as an adult I still feel the same way. Such a great movie I had to add it to my DVD collection.,Love this Movie!,saw child loved adult still feel way great movie add dvd collection," POSITIVE,  0.9997020363807678", Positivo,  0.9997020363807678
8905,5.0,True,A1UIPIOF0WLT9N,McJane,One of my all time favorite musicals.  All the characters were wonderful but I don't remember Daddy Warbucks as married which is implied at the end of the movie.,Classic,one time favorite musicals characters wonderful remember daddy warbucks married implied end movie," NEGATIVE,  0.8165865540504456", Negative,  0.8165865540504456
8906,3.0,True,A3AEN6JWPGUWFM,Hee Chul Kwon,"I had the priate version of this movie. It was 16x9.
I decided to buy this in DVD. It was 4:3.
I was so dissapointed.
I didn't checked clearly about the format.
Now I am very sad.
It's 1980's movie for christ sake.",So sad for the Ratio of this Title,priate version movie decided buy dvd dissapointed checked clearly format sad movie christ sake," NEGATIVE,  0.9974629878997803", Negative,  0.9974629878997803
8907,5.0,True,AHYYP9M3MAVK4,Mai Vyou,Great series. Nice to have an introduction by the author for each episode. Audio seems a bit muddy between characters although narration is clear.,Very enjoyable BBC Show.,great series nice introduction author episode audio seems bit muddy characters although narration clear," NEGATIVE,  0.9855344295501709", Negative,  0.9855344295501709
8908,5.0,True,A3O4657MMRI82M,clemsontodd,This has got to be one of my favorite series of all time!,Excellent product...excellent series!,got one favorite series time," POSITIVE,  0.9993389248847961", Positivo,  0.9993389248847961
8909,4.0,True,AN6HT4U5I3RX1,G.L.D. sr,Great classic British tv,Four Stars,great classic british tv," POSITIVE,  0.999679446220398", Positivo,  0.999679446220398
8910,5.0,True,A2YF0CRKVVMB0I,K. Wood,"What a collection of thoroughly entertaining stories. Excellent acting by all actors, all familiar faces of British productions.",Rumpole Rules!,collection thoroughly entertaining stories excellent acting actors familiar faces british productions," POSITIVE,  0.9998801946640015", Positivo,  0.9998801946640015
8911,4.0,True,A3CR27EJL6SO68,Rat-Paul,"A reliable entertainment. A personal friend from the past, that has as much enjoyment now as when I first watched them.",that has as much enjoyment now as when I first watched them,reliable entertainment personal friend past much enjoyment first watched," POSITIVE,  0.9998090863227844", Positivo,  0.9998090863227844
8912,5.0,True,AE2SX4YGAE9CR,robert franson,"I love Rumpole of the Bailey. Its a classic. Well written, great story lines and you will try to figure out how Rumpole will get his client off.
It is humorous, witty drama, leaving you wanting more. Most enjoyable, will watch over and over again. You get to know the personal aspects of each of the characters besides at the Bailey. It is entertaining and well worth buying. I highly recommend it.  Bob susanville, Calif.",I love Rumpole of the Bailey,love rumpole bailey classic well written great story lines try figure rumpole get client humorous witty drama leaving wanting enjoyable watch get know personal aspects characters besides bailey entertaining well worth buying highly recommend bob susanville calif," POSITIVE,  0.9998756647109985", Positivo,  0.9998756647109985
8913,5.0,True,A2DRVUMQB5S930,Robbie R,The movie of course is great.  The Blu-ray is stunning.  The picture and audio are fantastic.  This is a great version.,Awesome Blu-ray,movie course great stunning picture audio fantastic great version," POSITIVE,  0.9998822212219238", Positivo,  0.9998822212219238
8914,5.0,True,ANME77YGR0UEE,Sly,"This was great, and the little lead actress is so-o-o talented.  The actor playing Daddy Warbucks is fantastic, and I'm appalled he didn't have a more advanced career after this.  Took real skill to be convincing in his role of a male character who went from cold, calculating and cruel to a kind, compassionate father who understood all little kids.",Review of Annie DVD,great little lead actress talented actor playing daddy warbucks fantastic appalled advanced career took real skill convincing role male character went cold calculating cruel kind compassionate father understood little kids," POSITIVE,  0.999744713306427", Positivo,  0.999744713306427
8915,4.0,True,A3GBULTIVS4LNA,Amazon Customer,"Have watched 1 DVD so far, a little hard to make out speech sometimes.",Rumpole of the Bailey,watched dvd far little hard make speech sometimes," NEGATIVE,  0.9926848411560059", Negative,  0.9926848411560059
8916,5.0,True,AMVA3XQ7YWICP,Richard Turnley,Faultless . The introductions by John Mortimer were wonderful and all the various characters were superb...surely one of the best series ever made,GREAT VIEWING,faultless introductions john mortimer wonderful various characters superb surely one best series ever made," POSITIVE,  0.9998617172241211", Positivo,  0.9998617172241211
8917,5.0,True,A11PMNJ059D527,Amazon Customer,"Rumpole, a barrister who represents criminals at the Old Bailey law courts in London is excellently portrayed by Leo McKern. The other characters in the series are also well represented by their actors, with some cameo performances by well known British actors. The tenor of the series is laid back and all of the episodes have a theme. This set is very enjoyable and represents very good value for money.","Great value for money, very enjoyable",rumpole barrister represents criminals old bailey law courts london excellently portrayed leo mckern characters series also well represented actors cameo performances well known british actors tenor series laid back episodes theme set enjoyable represents good value money," POSITIVE,  0.9998440742492676", Positivo,  0.9998440742492676
8918,5.0,True,A3CLQ6QQL6FYPB,Paula J. Bettencourt,"I always loved the film Annie.
And I am so happy to have it on Blu-Ray.
A real joy to watch.",Thanks Sony for the great Blu-Ray,always loved film annie happy real joy watch," POSITIVE,  0.999881386756897", Positivo,  0.999881386756897
8919,5.0,True,AK3OG2KG8CCT8,Coco,"My granddaughter loves loves loves Annie, she's two and walks around the house singing tommorow! Then says ""you sing"" she gets us all singing :) so we know after buying the DVD and cd of Annie for Christmas they'll both be worn out by February OR sooner lol",Purchased for Christmas gift,granddaughter loves loves loves annie two walks around house singing tommorow says sing gets us singing know buying dvd cd annie christmas worn february sooner lol," NEGATIVE,  0.9960983991622925", Negative,  0.9960983991622925
